DiscoverService,1,1566
DiscoverService,2,1334
DiscoverService,3,1034
DiscoverService,4,423
DiscoverService,5,414
DiscoverService,6,1147
DiscoverService,7,673
DiscoverService,8,1187
DiscoverService,9,1495
DiscoverService,10,1951
DiscoverService,11,459
DiscoverService,12,584
DiscoverService,13,441
DiscoverService,14,372
DiscoverService,15,1544
DiscoverService,16,438
DiscoverService,17,428
DiscoverService,18,456
DiscoverService,19,438
DiscoverService,20,482
DiscoverService,21,474
DiscoverService,22,1010
DiscoverService,23,465
DiscoverService,24,330
DiscoverService,25,476
DiscoverService,26,726
DiscoverService,27,828
DiscoverService,28,348
DiscoverService,29,607
DiscoverService,30,589
DiscoverService,31,571
DiscoverService,32,1618
DiscoverService,33,381
DiscoverService,34,476
DiscoverService,35,396
DiscoverService,36,1416
DiscoverService,37,1194
DiscoverService,38,836
DiscoverService,39,927
DiscoverService,40,1002
DiscoverService,41,2640
DiscoverService,42,1051
DiscoverService,43,2129
DiscoverService,44,1040
DiscoverService,45,811
DiscoverService,46,1190
DiscoverService,47,443
DiscoverService,48,620
DiscoverService,49,552
DiscoverService,50,617
DiscoverService,51,441
DiscoverService,52,17519
DiscoverService,53,424
DiscoverService,54,628
DiscoverService,55,1
DiscoverService,56,1295
DiscoverService,57,855
DiscoverService,58,937
DiscoverService,59,1427
DiscoverService,60,372
DiscoverService,61,1555
DiscoverService,62,1
DiscoverService,63,572
DiscoverService,64,378
DiscoverService,65,904
DiscoverService,66,505
DiscoverService,67,600
DiscoverService,68,443
DiscoverService,69,1083
DiscoverService,70,328
DiscoverService,71,1456
DiscoverService,72,418
DiscoverService,73,507
DiscoverService,74,564
DiscoverService,75,494
DiscoverService,76,859
DiscoverService,77,407
DiscoverService,78,563
DiscoverService,79,1305
DiscoverService,80,835
DiscoverService,81,1206
DiscoverService,82,1523
DiscoverService,83,1608
DiscoverService,84,367
DiscoverService,85,2
DiscoverService,86,453
DiscoverService,87,1044
DiscoverService,88,497
DiscoverService,89,526
DiscoverService,90,330
DiscoverService,91,1038
DiscoverService,92,439
DiscoverService,93,676
DiscoverService,94,411
DiscoverService,95,381
DiscoverService,96,1442
DiscoverService,97,442
DiscoverService,98,610
DiscoverService,99,1068
DiscoverService,100,915
DiscoverService,101,1775
DiscoverService,102,446
DiscoverService,103,2488
DiscoverService,104,638
DiscoverService,105,408
DiscoverService,106,504
DiscoverService,107,480
DiscoverService,108,3199
DiscoverService,109,3823
DiscoverService,110,564
DiscoverService,111,528
DiscoverService,112,486
DiscoverService,113,466
DiscoverService,114,482
DiscoverService,115,603
DiscoverService,116,466
DiscoverService,117,584
DiscoverService,118,486
DiscoverService,119,1114
DiscoverService,120,467
DiscoverService,121,1260
DiscoverService,122,751
DiscoverService,123,1022
DiscoverService,124,954
DiscoverService,125,427
DiscoverService,126,553
DiscoverService,127,738
DiscoverService,128,602
DiscoverService,129,1071
DiscoverService,130,440
DiscoverService,131,501
DiscoverService,132,596
DiscoverService,133,616
DiscoverService,134,495
DiscoverService,135,1439
DiscoverService,136,1971
DiscoverService,137,1060
DiscoverService,138,473
DiscoverService,139,584
DiscoverService,140,431
DiscoverService,141,478
DiscoverService,142,553
DiscoverService,143,484
DiscoverService,144,442
DiscoverService,145,880
DiscoverService,146,1490
DiscoverService,147,569
DiscoverService,148,1025
DiscoverService,149,551
DiscoverService,150,577
DiscoverService,151,407
DiscoverService,152,1424
DiscoverService,153,559
DiscoverService,154,1094
DiscoverService,155,380
DiscoverService,156,824
DiscoverService,157,885
DiscoverService,158,2184
DiscoverService,159,1726
DiscoverService,160,1102
DiscoverService,161,593
DiscoverService,162,512
DiscoverService,163,449
DiscoverService,164,1000
DiscoverService,165,857
DiscoverService,166,957
DiscoverService,167,1105
DiscoverService,168,621
DiscoverService,169,575
DiscoverService,170,511
DiscoverService,171,520
DiscoverService,172,2788
DiscoverService,173,514
DiscoverService,174,587
DiscoverService,175,864
DiscoverService,176,687
DiscoverService,177,593
DiscoverService,178,968
DiscoverService,179,542
DiscoverService,180,528
DiscoverService,181,624
DiscoverService,182,2101
DiscoverService,183,586
DiscoverService,184,412
DiscoverService,185,413
DiscoverService,186,3117
DiscoverService,187,1076
DiscoverService,188,1253
DiscoverService,189,931
DiscoverService,190,821
DiscoverService,191,540
DiscoverService,192,376
DiscoverService,193,1423
DiscoverService,194,1505
DiscoverService,195,967
DiscoverService,196,2063
DiscoverService,197,717
DiscoverService,198,477
DiscoverService,199,641
DiscoverService,200,620
DiscoverService,201,673
DiscoverService,202,479
DiscoverService,203,1573
DiscoverService,204,1726
DiscoverService,205,1915
DiscoverService,206,577
DiscoverService,207,2380
DiscoverService,208,1620
DiscoverService,209,385
DiscoverService,210,419
DiscoverService,211,433
DiscoverService,212,1051
DiscoverService,213,444
DiscoverService,214,574
DiscoverService,215,866
DiscoverService,216,867
DiscoverService,217,462
DiscoverService,218,607
DiscoverService,219,1035
DiscoverService,220,533
DiscoverService,221,458
DiscoverService,222,1
DiscoverService,223,486
DiscoverService,224,36784
DiscoverService,225,639
DiscoverService,226,504
DiscoverService,227,756
DiscoverService,228,800
DiscoverService,229,574
DiscoverService,230,600
DiscoverService,231,451
DiscoverService,232,441
DiscoverService,233,635
DiscoverService,234,414
DiscoverService,235,916
DiscoverService,236,1290
DiscoverService,237,420
DiscoverService,238,864
DiscoverService,239,420
DiscoverService,240,1122
DiscoverService,241,910
DiscoverService,242,6235
DiscoverService,243,1033
DiscoverService,244,466
DiscoverService,245,612
DiscoverService,246,996
DiscoverService,247,2480
DiscoverService,248,651
DiscoverService,249,494
DiscoverService,250,497
DiscoverService,251,649
DiscoverService,252,660
DiscoverService,253,1256
DiscoverService,254,652
DiscoverService,255,650
DiscoverService,256,490
DiscoverService,257,936
DiscoverService,258,472
DiscoverService,259,2481
DiscoverService,260,674
DiscoverService,261,460
DiscoverService,262,603
DiscoverService,263,2525
DiscoverService,264,616
DiscoverService,265,654
DiscoverService,266,447
DiscoverService,267,381
DiscoverService,268,475
DiscoverService,269,404
DiscoverService,270,811
DiscoverService,271,601
DiscoverService,272,440
DiscoverService,273,395
DiscoverService,274,1276
DiscoverService,275,1752
DiscoverService,276,390
DiscoverService,277,425
DiscoverService,278,462
DiscoverService,279,892
DiscoverService,280,569
DiscoverService,281,379
DiscoverService,282,868
DiscoverService,283,496
DiscoverService,284,637
DiscoverService,285,623
DiscoverService,286,564
DiscoverService,287,773
DiscoverService,288,304
DiscoverService,289,752
DiscoverService,290,2571
DiscoverService,291,387
DiscoverService,292,839
DiscoverService,293,1084
DiscoverService,294,1352
DiscoverService,295,369
DiscoverService,296,884
DiscoverService,297,707
DiscoverService,298,426
DiscoverService,299,328
DiscoverService,300,2082
DiscoverService,301,2208
DiscoverService,302,1580
DiscoverService,303,3636
DiscoverService,304,1260
DiscoverService,305,1397
DiscoverService,306,1742
DiscoverService,307,2651
DiscoverService,308,445
DiscoverService,309,1007
DiscoverService,310,1784
DiscoverService,311,2576
DiscoverService,312,1013
DiscoverService,313,1000
DiscoverService,314,1891
DiscoverService,315,11
DiscoverService,316,37778
DiscoverService,317,1368
DiscoverService,318,407
DiscoverService,319,818
DiscoverService,320,2115
DiscoverService,321,419
DiscoverService,322,1028
DiscoverService,323,1259
DiscoverService,324,578
DiscoverService,325,1041
DiscoverService,326,840
DiscoverService,327,843
DiscoverService,328,1743
DiscoverService,329,1522
DiscoverService,330,1435
DiscoverService,331,500
DiscoverService,332,2276
DiscoverService,333,2001
DiscoverService,334,1148
DiscoverService,335,1786
DiscoverService,336,540
DiscoverService,337,1655
DiscoverService,338,1169
DiscoverService,339,518
DiscoverService,340,537
DiscoverService,341,879
DiscoverService,342,832
DiscoverService,343,1982
DiscoverService,344,2532
DiscoverService,345,1052
DiscoverService,346,2256
DiscoverService,347,584
DiscoverService,348,453
DiscoverService,349,559
DiscoverService,350,989
DiscoverService,351,1536
DiscoverService,352,538
DiscoverService,353,3145
DiscoverService,354,521
DiscoverService,355,1119
DiscoverService,356,912
DiscoverService,357,934
DiscoverService,358,1815
DiscoverService,359,562
DiscoverService,360,552
DiscoverService,361,1087
DiscoverService,362,1142
DiscoverService,363,1790
DiscoverService,364,2726
DiscoverService,365,989
DiscoverService,366,1013
DiscoverService,367,3555
DiscoverService,368,757
DiscoverService,369,1076
DiscoverService,370,865
DiscoverService,371,573
DiscoverService,372,1414
DiscoverService,373,435
DiscoverService,374,843
