Step,Test #,Start Time,End Time,Duration
DiscoverService,595,1470312943760,1470312944408,648
DiscoverService,596,1470312944430,1470312945176,746
DiscoverService,597,1470313056292,1470313057200,908
DiscoverService,598,1470313057230,1470313059942,2712
DiscoverService,599,1470313059974,1470313061852,1878
DiscoverService,600,1470313061887,1470313064146,2259
DiscoverService,601,1470313064199,1470313064943,744
DiscoverService,602,1470313064957,1470313066175,1218
DiscoverService,603,1470313066196,1470313068173,1977
DiscoverService,604,1470313068190,1470313069235,1045
DiscoverService,605,1470313069263,1470313071160,1897
DiscoverService,606,1470313071199,1470313071687,488
DiscoverService,607,1470313071701,1470313072648,947
DiscoverService,608,1470313072671,1470313074651,1980
DiscoverService,609,1470313074709,1470313075323,614
DiscoverService,610,1470313075348,1470313076714,1366
DiscoverService,611,1470313076737,1470313077285,548
DiscoverService,612,1470313077323,1470313077825,502
DiscoverService,613,1470313077845,1470313081368,3523
DiscoverService,614,1470313081383,1470313084184,2801
DiscoverService,615,1470313084218,1470313085727,1509
DiscoverService,616,1470313085742,1470313086346,604
DiscoverService,617,1470313086376,1470313087624,1248
DiscoverService,618,1470313087649,1470313088395,746
DiscoverService,619,1470313088418,1470313089062,644
DiscoverService,620,1470313089096,1470313089604,508
DiscoverService,621,1470313089633,1470313091061,1428
DiscoverService,622,1470313091086,1470313091629,543
DiscoverService,623,1470313091659,1470313092243,584
DiscoverService,624,1470313092277,1470313093235,958
DiscoverService,625,1470313093257,1470313094281,1024
DiscoverService,626,1470313094312,1470313095867,1555
DiscoverService,627,1470313095898,1470313097787,1889
DiscoverService,628,1470313097802,1470313099401,1599
DiscoverService,629,1470313099436,1470313100387,951
DiscoverService,630,1470313100410,1470313101590,1180
DiscoverService,631,1470313101624,1470313102174,550
DiscoverService,632,1470313102189,1470313106750,4561
DiscoverService,633,1470313106764,1470313107619,855
DiscoverService,634,1470313107640,1470313110260,2620
DiscoverService,635,1470313110297,1470313112902,2605
DiscoverService,636,1470313112948,1470313113803,855
DiscoverService,637,1470313113831,1470313115446,1615
DiscoverService,638,1470313115487,1470313116230,743
DiscoverService,639,1470313116275,1470313116801,526
DiscoverService,640,1470313116833,1470313119201,2368
DiscoverService,641,1470313119254,1470313119859,605
DiscoverService,642,1470313119887,1470313121995,2108
DiscoverService,643,1470313122036,1470313122922,886
DiscoverService,644,1470313122942,1470313124720,1778
DiscoverService,645,1470313124766,1470313125347,581
DiscoverService,646,1470313125376,1470313126451,1075
DiscoverService,647,1470313126479,1470313127629,1150
DiscoverService,648,1470313127650,1470313128846,1196
DiscoverService,649,1470313128875,1470313129424,549
DiscoverService,650,1470313129465,1470313130043,578
DiscoverService,651,1470313130060,1470313130608,548
DiscoverService,652,1470313130627,1470313131614,987
DiscoverService,653,1470313131645,1470313132627,982
DiscoverService,654,1470313132643,1470313134298,1655
DiscoverService,655,1470313134347,1470313134921,574
DiscoverService,656,1470313134944,1470313136132,1188
DiscoverService,657,1470313136165,1470313136793,628
DiscoverService,658,1470313136831,1470313137442,611
DiscoverService,659,1470313137481,1470313138566,1085
DiscoverService,660,1470313138580,1470313141218,2638
DiscoverService,661,1470313141234,1470313143901,2667
DiscoverService,662,1470313143940,1470313144547,607
DiscoverService,663,1470313144602,1470313146456,1854
DiscoverService,664,1470313146486,1470313147091,605
DiscoverService,665,1470313147107,1470313148495,1388
DiscoverService,666,1470313148511,1470313149644,1133
DiscoverService,667,1470313149677,1470313151520,1843
DiscoverService,668,1470313151556,1470313152142,586
DiscoverService,669,1470313152177,1470313152669,492
DiscoverService,670,1470313152694,1470313152703,9
DiscoverService,671,1470313152727,1470313154601,1874
DiscoverService,672,1470313154637,1470313157090,2453
DiscoverService,673,1470313157143,1470313157854,711
DiscoverService,674,1470313157873,1470313158412,539
DiscoverService,675,1470313158432,1470313158941,509
DiscoverService,676,1470313158958,1470313160060,1102
DiscoverService,677,1470313160096,1470313161318,1222
DiscoverService,678,1470313161369,1470313162069,700
DiscoverService,679,1470313162140,1470313162613,473
DiscoverService,680,1470313162631,1470313163682,1051
DiscoverService,681,1470313163700,1470313164949,1249
DiscoverService,682,1470313164998,1470313165703,705
DiscoverService,683,1470313165717,1470313166296,579
DiscoverService,684,1470313166318,1470313167535,1217
DiscoverService,685,1470313167566,1470313168160,594
DiscoverService,686,1470313168196,1470313168741,545
DiscoverService,687,1470313168764,1470313168765,1
DiscoverService,688,1470313168787,1470313170655,1868
DiscoverService,689,1470313170688,1470313172482,1794
DiscoverService,690,1470313172503,1470313173225,722
DiscoverService,691,1470313173298,1470313175078,1780
DiscoverService,692,1470313175096,1470313176839,1743
DiscoverService,693,1470313176875,1470313178557,1682
DiscoverService,694,1470313178579,1470313180157,1578
DiscoverService,695,1470313180188,1470313180800,612
DiscoverService,696,1470313180844,1470313182990,2146
DiscoverService,697,1470313596003,1470313599809,3806
DiscoverService,698,1470313599886,1470313600486,600
DiscoverService,699,1470313600515,1470313601773,1258
DiscoverService,700,1470313601790,1470313602426,636
DiscoverService,701,1470313602447,1470313603112,665
DiscoverService,702,1470313603143,1470313604074,931
DiscoverService,703,1470313604094,1470313605685,1591
DiscoverService,704,1470313605702,1470313606319,617
DiscoverService,705,1470313606360,1470313606962,602
DiscoverService,706,1470313606982,1470313607580,598
DiscoverService,707,1470313607600,1470313608151,551
DiscoverService,708,1470313608172,1470313609722,1550
DiscoverService,709,1470313609759,1470313610238,479
DiscoverService,710,1470313610276,1470313611251,975
DiscoverService,711,1470313611271,1470313612285,1014
DiscoverService,712,1470313612306,1470313612307,1
DiscoverService,713,1470313612332,1470313613585,1253
DiscoverService,714,1470313613626,1470313614229,603
DiscoverService,715,1470313614251,1470313616926,2675
DiscoverService,716,1470313616975,1470313617678,703
DiscoverService,717,1470313617723,1470313618323,600
DiscoverService,718,1470313618344,1470313620175,1831
DiscoverService,719,1470313620193,1470313621096,903
DiscoverService,720,1470313621113,1470313622389,1276
DiscoverService,721,1470313622437,1470313622974,537
DiscoverService,722,1470313623003,1470313625268,2265
DiscoverService,723,1470313625316,1470313625779,463
DiscoverService,724,1470313625800,1470313630278,4478
DiscoverService,725,1470313630315,1470313632812,2497
DiscoverService,726,1470313632848,1470313633376,528
DiscoverService,727,1470313633416,1470313634544,1128
DiscoverService,728,1470313634563,1470313635123,560
DiscoverService,729,1470313635146,1470313636173,1027
DiscoverService,730,1470313636200,1470313637575,1375
DiscoverService,731,1470313637593,1470313638577,984
DiscoverService,732,1470313638607,1470313638624,17
DiscoverService,733,1470313638673,1470313640443,1770
DiscoverService,734,1470313640465,1470313641471,1006
DiscoverService,735,1470313641524,1470313642393,869
DiscoverService,736,1470313642414,1470313643781,1367
DiscoverService,737,1470313643830,1470313645900,2070
DiscoverService,738,1470313645949,1470313646647,698
DiscoverService,739,1470313646682,1470313647305,623
DiscoverService,740,1470313647330,1470313647993,663
DiscoverService,741,1470313648020,1470313649920,1900
DiscoverService,742,1470313649949,1470313651303,1354
DiscoverService,743,1470313651356,1470313652577,1221
DiscoverService,744,1470313652598,1470313655283,2685
DiscoverService,745,1470313655320,1470313656435,1115
DiscoverService,746,1470313656454,1470313657681,1227
DiscoverService,747,1470313657709,1470313658247,538
DiscoverService,748,1470313658277,1470313659623,1346
DiscoverService,749,1470313659644,1470313662023,2379
DiscoverService,750,1470313662053,1470313662674,621
DiscoverService,751,1470313662696,1470313664104,1408
DiscoverService,752,1470313664138,1470313665416,1278
DiscoverService,753,1470313665432,1470313666174,742
DiscoverService,754,1470313666200,1470313666778,578
DiscoverService,755,1470313666814,1470313670481,3667
DiscoverService,756,1470313670532,1470313671211,679
DiscoverService,757,1470313671231,1470313671953,722
DiscoverService,758,1470313671973,1470313672664,691
DiscoverService,759,1470313672709,1470313674468,1759
DiscoverService,760,1470313674497,1470313675068,571
DiscoverService,761,1470313675093,1470313676966,1873
DiscoverService,762,1470313676984,1470313676985,1
DiscoverService,763,1470313677002,1470313678641,1639
DiscoverService,764,1470313678673,1470313679285,612
DiscoverService,765,1470313679332,1470313680687,1355
DiscoverService,766,1470313680712,1470313681910,1198
DiscoverService,767,1470313681940,1470313682536,596
DiscoverService,768,1470313682561,1470313683494,933
DiscoverService,769,1470313683512,1470313683512,0
DiscoverService,770,1470313683531,1470313686699,3168
DiscoverService,771,1470313686733,1470313688302,1569
DiscoverService,772,1470313688323,1470313689382,1059
DiscoverService,773,1470313689428,1470313689441,13
DiscoverService,774,1470313689487,1470313690175,688
DiscoverService,775,1470313690196,1470313690692,496
DiscoverService,776,1470313690708,1470313692835,2127
DiscoverService,777,1470313692872,1470313695690,2818
DiscoverService,778,1470313695729,1470313696256,527
DiscoverService,779,1470313696271,1470313697207,936
DiscoverService,780,1470313697230,1470313698100,870
DiscoverService,781,1470313698136,1470313698828,692
DiscoverService,782,1470313698860,1470313699432,572
DiscoverService,783,1470313699466,1470313702983,3517
DiscoverService,784,1470313703038,1470313703051,13
DiscoverService,785,1470313703089,1470313703514,425
DiscoverService,786,1470313703537,1470313704066,529
DiscoverService,787,1470313704087,1470313709308,5221
DiscoverService,788,1470313709353,1470313709852,499
DiscoverService,789,1470313709896,1470313710975,1079
DiscoverService,790,1470313710992,1470313711520,528
DiscoverService,791,1470313711539,1470313712100,561
DiscoverService,792,1470313712128,1470313712608,480
DiscoverService,793,1470313712628,1470313713142,514
DiscoverService,794,1470313713165,1470313713662,497
DiscoverService,795,1470313713683,1470313714180,497
DiscoverService,796,1470313714209,1470313716640,2431
DiscoverService,797,1470313909902,1470313912964,3062
DiscoverService,798,1470313913033,1470313915083,2050
DiscoverService,799,1470313915135,1470313915777,642
DiscoverService,800,1470313915805,1470313917679,1874
DiscoverService,801,1470313917712,1470313919695,1983
DiscoverService,802,1470313919724,1470313923234,3510
DiscoverService,803,1470313923276,1470313925479,2203
DiscoverService,804,1470313925507,1470313927700,2193
DiscoverService,805,1470313927746,1470313928330,584
DiscoverService,806,1470313928359,1470313932428,4069
DiscoverService,807,1470313932463,1470313933867,1404
DiscoverService,808,1470313933889,1470313934964,1075
DiscoverService,809,1470313935008,1470313935734,726
DiscoverService,810,1470313935769,1470313936345,576
DiscoverService,811,1470313936380,1470313937952,1572
DiscoverService,812,1470313937970,1470313939232,1262
DiscoverService,813,1470313939284,1470313939972,688
DiscoverService,814,1470313940013,1470313940767,754
DiscoverService,815,1470313940812,1470313941359,547
DiscoverService,816,1470313941377,1470313941896,519
DiscoverService,817,1470313941914,1470313945297,3383
DiscoverService,818,1470313945334,1470313947374,2040
DiscoverService,819,1470313947399,1470313949224,1825
DiscoverService,820,1470313949255,1470313949974,719
DiscoverService,821,1470313949995,1470313950738,743
DiscoverService,822,1470313950757,1470313950758,1
DiscoverService,823,1470313950777,1470313951432,655
DiscoverService,824,1470313951479,1470313953928,2449
DiscoverService,825,1470313953982,1470313955016,1034
DiscoverService,826,1470313955084,1470313955532,448
DiscoverService,827,1470313955553,1470313956424,871
DiscoverService,828,1470313956450,1470313957856,1406
DiscoverService,829,1470313957887,1470313960502,2615
DiscoverService,830,1470313960549,1470313961127,578
DiscoverService,831,1470313961159,1470313962496,1337
DiscoverService,832,1470313962515,1470313964397,1882
DiscoverService,833,1470313964441,1470313965446,1005
DiscoverService,834,1470313965466,1470313967821,2355
DiscoverService,835,1470313967890,1470313968446,556
DiscoverService,836,1470313968467,1470313969769,1302
DiscoverService,837,1470313969801,1470313970871,1070
DiscoverService,838,1470313970898,1470313972852,1954
DiscoverService,839,1470313972877,1470313973489,612
DiscoverService,840,1470313973529,1470313974057,528
DiscoverService,841,1470313974077,1470313974078,1
DiscoverService,842,1470313974095,1470313975577,1482
DiscoverService,843,1470313975597,1470313976528,931
DiscoverService,844,1470313976549,1470313979321,2772
DiscoverService,845,1470313979335,1470313980429,1094
DiscoverService,846,1470313980450,1470313984095,3645
DiscoverService,847,1470313984130,1470313987489,3359
DiscoverService,848,1470313987540,1470313988139,599
DiscoverService,849,1470313988159,1470313989498,1339
DiscoverService,850,1470313989518,1470313991135,1617
DiscoverService,851,1470313991165,1470313991864,699
DiscoverService,852,1470313991921,1470313995272,3351
DiscoverService,853,1470313995314,1470313996700,1386
DiscoverService,854,1470313996724,1470313997293,569
DiscoverService,855,1470313997308,1470313998237,929
DiscoverService,856,1470313998257,1470313999331,1074
DiscoverService,857,1470313999377,1470314000032,655
DiscoverService,858,1470314000051,1470314000559,508
DiscoverService,859,1470314000573,1470314002679,2106
DiscoverService,860,1470314002708,1470314003985,1277
DiscoverService,861,1470314004037,1470314004625,588
DiscoverService,862,1470314004645,1470314005167,522
DiscoverService,863,1470314005184,1470314007091,1907
DiscoverService,864,1470314007120,1470314008280,1160
DiscoverService,865,1470314008299,1470314009364,1065
DiscoverService,866,1470314009429,1470314010051,622
DiscoverService,867,1470314010072,1470314012028,1956
DiscoverService,868,1470314012069,1470314012643,574
DiscoverService,869,1470314012670,1470314013766,1096
DiscoverService,870,1470314013786,1470314015708,1922
DiscoverService,871,1470314015756,1470314016487,731
DiscoverService,872,1470314016507,1470314017207,700
DiscoverService,873,1470314017230,1470314017920,690
DiscoverService,874,1470314017958,1470314018995,1037
DiscoverService,875,1470314019011,1470314021286,2275
DiscoverService,876,1470314021319,1470314024491,3172
DiscoverService,877,1470314024522,1470314025332,810
DiscoverService,878,1470314025353,1470314026772,1419
DiscoverService,879,1470314026804,1470314029782,2978
DiscoverService,880,1470314029835,1470314030717,882
DiscoverService,881,1470314030739,1470314032401,1662
DiscoverService,882,1470314032434,1470314035164,2730
DiscoverService,883,1470314035211,1470314036060,849
DiscoverService,884,1470314036081,1470314037508,1427
DiscoverService,885,1470314037539,1470314038955,1416
DiscoverService,886,1470314038975,1470314039829,854
DiscoverService,887,1470314039863,1470314041364,1501
DiscoverService,888,1470314041389,1470314041942,553
DiscoverService,889,1470314041986,1470314042502,516
DiscoverService,890,1470314042521,1470314044107,1586
DiscoverService,891,1470314044132,1470314047968,3836
DiscoverService,892,1470314047998,1470314051967,3969
DiscoverService,893,1470314052014,1470314052576,562
DiscoverService,894,1470314052606,1470314053640,1034
DiscoverService,895,1470314053661,1470314054231,570
DiscoverService,896,1470314054259,1470314054792,533
DiscoverService,897,1470314209045,1470314211137,2092
DiscoverService,898,1470314211164,1470314215596,4432
DiscoverService,899,1470314215627,1470314216233,606
DiscoverService,900,1470314216271,1470314216825,554
DiscoverService,901,1470314216856,1470314217780,924
DiscoverService,902,1470314217795,1470314219554,1759
DiscoverService,903,1470314219604,1470314220881,1277
DiscoverService,904,1470314220901,1470314222680,1779
DiscoverService,905,1470314222725,1470314224095,1370
DiscoverService,906,1470314224130,1470314226450,2320
DiscoverService,907,1470314226495,1470314229974,3479
DiscoverService,908,1470314230040,1470314230637,597
DiscoverService,909,1470314230658,1470314232644,1986
DiscoverService,910,1470314232684,1470314235356,2672
DiscoverService,911,1470314235386,1470314236668,1282
DiscoverService,912,1470314236687,1470314238656,1969
DiscoverService,913,1470314238674,1470314240971,2297
DiscoverService,914,1470314241005,1470314242603,1598
DiscoverService,915,1470314242640,1470314243446,806
DiscoverService,916,1470314243464,1470314244610,1146
DiscoverService,917,1470314244627,1470314245242,615
DiscoverService,918,1470314245270,1470314246281,1011
DiscoverService,919,1470314246303,1470314247275,972
DiscoverService,920,1470314247295,1470314248332,1037
DiscoverService,921,1470314248356,1470314249026,670
DiscoverService,922,1470314249048,1470314251579,2531
DiscoverService,923,1470314251606,1470314252290,684
DiscoverService,924,1470314252323,1470314257023,4700
DiscoverService,925,1470314257065,1470314257077,12
DiscoverService,926,1470314257131,1470314257795,664
DiscoverService,927,1470314257810,1470314258435,625
DiscoverService,928,1470314258448,1470314258990,542
DiscoverService,929,1470314259008,1470314260343,1335
DiscoverService,930,1470314260379,1470314262476,2097
DiscoverService,931,1470314262524,1470314263108,584
DiscoverService,932,1470314263137,1470314263711,574
DiscoverService,933,1470314263741,1470314264173,432
DiscoverService,934,1470314264193,1470314264686,493
DiscoverService,935,1470314264702,1470314265241,539
DiscoverService,936,1470314265256,1470314265780,524
DiscoverService,937,1470314265803,1470314269494,3691
DiscoverService,938,1470314269512,1470314271641,2129
DiscoverService,939,1470314271669,1470314273006,1337
DiscoverService,940,1470314273027,1470314273511,484
DiscoverService,941,1470314273529,1470314274492,963
DiscoverService,942,1470314274524,1470314275597,1073
DiscoverService,943,1470314275624,1470314276326,702
DiscoverService,944,1470314276354,1470314277950,1596
DiscoverService,945,1470314277999,1470314278598,599
DiscoverService,946,1470314278634,1470314280263,1629
DiscoverService,947,1470314280299,1470314280992,693
DiscoverService,948,1470314281044,1470314281778,734
DiscoverService,949,1470314281792,1470314282739,947
DiscoverService,950,1470314282763,1470314283815,1052
DiscoverService,951,1470314283850,1470314285316,1466
DiscoverService,952,1470314285335,1470314286597,1262
DiscoverService,953,1470314286637,1470314287620,983
DiscoverService,954,1470314287634,1470314289523,1889
DiscoverService,955,1470314289553,1470314289564,11
DiscoverService,956,1470314289615,1470314290013,398
DiscoverService,957,1470314290035,1470314290502,467
DiscoverService,958,1470314290522,1470314291877,1355
DiscoverService,959,1470314291912,1470314292604,692
DiscoverService,960,1470314292623,1470314293751,1128
DiscoverService,961,1470314293806,1470314294262,456
DiscoverService,962,1470314294284,1470314295060,776
DiscoverService,963,1470314295086,1470314296099,1013
DiscoverService,964,1470314296129,1470314298017,1888
DiscoverService,965,1470314298033,1470314300758,2725
DiscoverService,966,1470314300806,1470314300816,10
DiscoverService,967,1470314300865,1470314301398,533
DiscoverService,968,1470314301415,1470314301973,558
DiscoverService,969,1470314301994,1470314302532,538
DiscoverService,970,1470314302551,1470314303517,966
DiscoverService,971,1470314303547,1470314308205,4658
DiscoverService,972,1470314308240,1470314309213,973
DiscoverService,973,1470314309229,1470314312906,3677
DiscoverService,974,1470314312937,1470314313999,1062
DiscoverService,975,1470314314032,1470314314975,943
DiscoverService,976,1470314315000,1470314319050,4050
DiscoverService,977,1470314319088,1470314319723,635
DiscoverService,978,1470314319737,1470314320249,512
DiscoverService,979,1470314320270,1470314321215,945
DiscoverService,980,1470314321257,1470314322285,1028
DiscoverService,981,1470314322299,1470314324491,2192
DiscoverService,982,1470314324531,1470314326381,1850
DiscoverService,983,1470314326419,1470314327641,1222
DiscoverService,984,1470314327660,1470314329121,1461
DiscoverService,985,1470314329147,1470314329702,555
DiscoverService,986,1470314329725,1470314330304,579
DiscoverService,987,1470314330332,1470314331360,1028
DiscoverService,988,1470314331390,1470314335246,3856
DiscoverService,989,1470314335292,1470314339756,4464
DiscoverService,990,1470314339800,1470314340308,508
DiscoverService,991,1470314340329,1470314341441,1112
DiscoverService,992,1470314341460,1470314342342,882
DiscoverService,993,1470314342376,1470314345628,3252
DiscoverService,994,1470314345657,1470314348631,2974
DiscoverService,995,1470314348661,1470314350089,1428
DiscoverService,996,1470314350113,1470314350699,586
DiscoverService,997,1470315108747,1470315109381,634
DiscoverService,998,1470315109404,1470315110191,787
DiscoverService,999,1470315110209,1470315112567,2358
DiscoverService,1000,1470315112604,1470315113996,1392
